country,0
RO,1721522.0
PL,1602976.0
BG,690603.0
IT,544081.0
HU,464640.0
HR,362869.0
GR,283361.0
ES,259107.0
FR,160765.0
GB,131705.0
SK,124909.0
AT,124686.0
NL,106581.0
CZ,105585.0
PT,94042.0
LT,94002.0
LV,76545.0
CH,60524.0
SI,46278.0
BE,37474.0
SE,31137.0
LU,29637.0
DK,26273.0
FI,22214.0
IE,21875.0
EE,10037.0
CY,6475.0
