date,country,Anmeldungen in Deutschland,Suche nach Gehalt in Deutschland (Google Trends Index)
2012-12-01,Österreich,57.44568097509274,211.4685314685315
2013-01-01,Frankreich,103.35171828595674,163.93088552915768
2013-01-01,Niederlande,124.4850286685071,134.66724662896908
2013-01-01,Polen,137.7752209612468,253.6412078152753
2013-01-01,Rumänien,154.7202513134377,117.31669266770672
2013-01-01,Schweiz,125.14147130153599,243.40962904498818
2013-01-01,Vereinigtes Königreich,116.46118946641681,161.60458452722065
2013-01-01,Österreich,95.28351881293058,372.58741258741264
2013-02-01,Frankreich,86.97496817988969,141.90064794816413
2013-02-01,Niederlande,114.03695052028031,56.89430187037843
2013-02-01,Polen,125.28633439673658,419.89342806394313
2013-02-01,Rumänien,135.69300763689543,92.35569422776912
2013-02-01,Schweiz,96.52384801940178,109.86582478295183
2013-02-01,Vereinigtes Königreich,92.67186113028899,200.1146131805158
2013-02-01,Österreich,85.32061473237944,229.93006993006998
2013-03-01,Frankreich,115.57064064488758,163.2829373650108
2013-03-01,Niederlande,99.76640475684859,210.87429317094393
2013-03-01,Polen,139.03038544009206,317.5843694493783
2013-03-01,Rumänien,156.247630395927,60.53042121684867
2013-03-01,Schweiz,112.04527081649151,257.6164167324387
2013-03-01,Vereinigtes Königreich,97.28770095670185,260.6303724928367
2013-03-01,Österreich,89.0302066772655,515.2447552447552
2013-04-01,Frankreich,116.24946966482817,122.4622030237581
2013-04-01,Niederlande,122.19154809938415,93.4319269247499
2013-04-01,Polen,171.11029757857852,134.28063943161635
2013-04-01,Rumänien,186.37274549098197,33.073322932917314
2013-04-01,Schweiz,129.26434923201293,71.98105761641672
2013-04-01,Vereinigtes Königreich,125.69286911924253,155.41547277936965
2013-04-01,Österreich,106.73025967143614,337.3426573426574
2013-05-01,Frankreich,79.16843445057276,162.6349892008639
2013-05-01,Niederlande,104.22595030792098,150.84819486733363
2013-05-01,Polen,163.01448669002667,368.7388987566608
2013-05-01,Rumänien,178.26463738287387,82.99531981279252
2013-05-01,Schweiz,92.15844785772029,117.44277821625886
2013-05-01,Vereinigtes Königreich,88.64779564059573,128.59598853868198
2013-05-01,Österreich,80.7631160572337,260.13986013986016
2013-06-01,Frankreich,83.49596945269411,123.75809935205184
2013-06-01,Niederlande,100.02123593119559,150.84819486733363
2013-06-01,Polen,235.93954291093561,488.09946714031975
2013-06-01,Rumänien,275.8056653848237,97.97191887675507
2013-06-01,Schweiz,95.06871463217462,278.4530386740331
2013-06-01,Vereinigtes Königreich,96.34086201795049,83.89684813753581
2013-06-01,Österreich,84.3667196608373,409.5104895104895
2013-07-01,Frankreich,104.96393720831566,103.67170626349893
2013-07-01,Niederlande,129.9638989169675,206.17659852109617
2013-07-01,Polen,223.19962345065636,456.1278863232682
2013-07-01,Rumänien,208.6334831825814,103.58814352574103
2013-07-01,Schweiz,124.17138237671787,214.04893449092341
2013-07-01,Vereinigtes Königreich,130.3087089456554,167.79369627507162
2013-07-01,Österreich,118.28298887122418,186.29370629370632
2013-08-01,Frankreich,136.0203648705982,97.84017278617712
2013-08-01,Niederlande,135.8250159269484,128.92561983471074
2013-08-01,Polen,185.8166413890487,270.6927175843694
2013-08-01,Rumänien,205.30249688566323,123.55694227769109
2013-08-01,Schweiz,153.0315278900566,316.33780584056825
2013-08-01,Vereinigtes Königreich,170.54936384258804,183.61031518624645
2013-08-01,Österreich,119.2368839427663,72.16783216783217
2013-09-01,Frankreich,227.23801442511666,186.60907127429806
2013-09-01,Niederlande,153.40836695689106,116.9204001739887
2013-09-01,Polen,187.64708958736466,528.5968028419182
2013-09-01,Rumänien,207.78855007311924,145.3978159126365
2013-09-01,Schweiz,198.6257073565077,228.2557221783741
2013-09-01,Vereinigtes Königreich,205.93746917841997,211.80515759312323
2013-09-01,Österreich,142.76629570747218,129.23076923076923
2013-10-01,Frankreich,203.22443784471784,182.72138228941682
2013-10-01,Niederlande,135.5701847526014,81.94867333623314
2013-10-01,Polen,175.76486585429632,221.6696269982238
2013-10-01,Rumänien,203.43389481666034,117.31669266770672
2013-10-01,Schweiz,177.2837510105093,135.43804262036303
2013-10-01,Vereinigtes Königreich,168.18226649570965,149.22636103151862
2013-10-01,Österreich,159.19448860625332,310.4895104895105
2013-11-01,Frankreich,93.93296563428086,225.4859611231102
2013-11-01,Niederlande,94.16011892121469,58.46020008699435
2013-11-01,Polen,147.32493070446105,317.5843694493783
2013-11-01,Rumänien,167.76796836917077,104.83619344773791
2013-11-01,Schweiz,97.4939369442199,281.29439621152324
2013-11-01,Vereinigtes Königreich,101.54847618108296,217.9942693409742
2013-11-01,Österreich,94.64758876523582,406.15384615384613
2013-12-01,Frankreich,57.78532032244379,187.25701943844493
2013-12-01,Niederlande,84.34911870885537,92.38799478033928
2013-12-01,Polen,86.11474295277444,503.01953818827707
2013-12-01,Rumänien,105.32416183718789,74.25897035881435
2013-12-01,Schweiz,72.27162489894907,192.26519337016572
2013-12-01,Vereinigtes Königreich,69.47430713088076,218.6819484240688
2013-12-01,Österreich,70.80021197668258,193.006993006993
2014-01-01,Frankreich,104.36996181586761,155.5075593952484
2014-01-01,Niederlande,118.36908048417922,99.69551979121357
2014-01-01,Polen,149.626065582344,419.89342806394313
2014-01-01,Rumänien,251.22136164220333,97.97191887675507
2014-01-01,Schweiz,127.56669361358126,212.15469613259663
2014-01-01,Vereinigtes Königreich,120.24854522142223,143.72492836676219
2014-01-01,Österreich,97.19130895601484,248.3916083916084
2014-02-01,Frankreich,95.03606279168434,241.68466522678185
2014-02-01,Niederlande,115.05627521766829,91.86602870813397
2014-02-01,Polen,137.07442079389153,287.74422735346354
2014-02-01,Rumänien,218.64269078697936,132.29329173166926
2014-02-01,Schweiz,109.62004850444625,365.5880031570639
2014-02-01,Vereinigtes Königreich,95.27566821185522,147.85100286532952
2014-02-01,Österreich,92.73979862215155,449.7902097902099
2014-03-01,Frankreich,129.9109036911328,206.69546436285094
2014-03-01,Niederlande,120.28031429178169,181.64419312744675
2014-03-01,Polen,166.68584279064902,262.16696269982236
2014-03-01,Rumänien,260.35313870985215,156.00624024961
2014-03-01,Schweiz,127.56669361358126,224.46724546172055
2014-03-01,Vereinigtes Königreich,108.29470361968636,152.66475644699142
2014-03-01,Österreich,101.85479597244303,198.04195804195808
2014-04-01,Frankreich,107.42469240560033,145.1403887688985
2014-04-01,Niederlande,113.27245699723932,172.24880382775123
2014-04-01,Polen,147.81653679200878,471.0479573712256
2014-04-01,Rumänien,241.13091046958783,155.38221528861155
2014-04-01,Schweiz,125.62651576394504,295.50118389897386
2014-04-01,Vereinigtes Königreich,109.35989742578165,175.35816618911178
2014-04-01,Österreich,103.12665606783253,622.6573426573427
2014-05-01,Frankreich,86.46584641493423,150.9719222462203
2014-05-01,Niederlande,104.22595030792098,216.6159199652023
2014-05-01,Polen,167.66905496574446,381.52753108348134
2014-05-01,Rumänien,279.99783350484756,152.8861154446178
2014-05-01,Schweiz,97.73645917542441,322.9676400947119
2014-05-01,Vereinigtes Königreich,92.31679652825723,284.0114613180516
2014-05-01,Österreich,84.57869634340223,417.9020979020979
2014-06-01,Frankreich,90.62367416207043,172.35421166306693
2014-06-01,Niederlande,95.68910596729665,206.69856459330146
2014-06-01,Polen,232.4669211861304,552.0426287744227
2014-06-01,Rumänien,339.11065373991227,182.2152886115445
2014-06-01,Schweiz,100.16168148746969,221.62588792423045
2014-06-01,Vereinigtes Königreich,110.66180096656475,152.66475644699142
2014-06-01,Österreich,100.37095919448859,367.5524475524476
2014-07-01,Frankreich,106.83071701315232,381.6414686825054
