date,country,Anmeldungen in Deutschland,Vorhersage
2013-10-31,Griechenland,-0.015477695912476719,-0.0730183545132102
2014-01-31,Griechenland,0.010951933746288667,-0.01643303374043268
2014-04-30,Griechenland,-0.061280919011351465,-0.01665605275907201
2014-07-31,Griechenland,-0.10708216361222789,-0.007362295803838985
2014-10-31,Griechenland,-0.10218068410494752,-0.10392354719802899
2015-01-31,Griechenland,-0.07034000291350662,-0.07214115661646353
2015-04-30,Griechenland,-0.09184242709349011,-0.04178936279455369
2015-07-31,Griechenland,0.009012998940137962,-0.03804180785880902
2015-10-31,Griechenland,0.16850278539771146,0.024156921153707368
2016-01-31,Griechenland,0.07363892459308197,0.06591191885719101
2016-04-30,Griechenland,0.09184242709349011,0.10169944242246343
2016-07-31,Griechenland,-0.06378627158672057,0.05005292693334978
2016-10-31,Griechenland,-0.16861497477349552,-0.04899938568017556
2017-01-31,Griechenland,-0.08672309988681359,-0.09331151496143883
2017-04-30,Griechenland,-0.09230131811492726,-0.08383713394389554
2017-07-31,Griechenland,0.0656658355030304,-0.04113676183745902
2017-10-31,Griechenland,0.006486267428567061,0.004645727452208085
2018-01-31,Griechenland,0.011770287310735483,0.027360250771397296
2018-04-30,Griechenland,0.020144566092467286,0.0462805573956673
2018-07-31,Griechenland,-0.0013008601964559219,-0.005015540503640942
2018-10-31,Griechenland,0.01811603725282218,-0.018979229023467513
2019-01-31,Griechenland,-0.06448593245990075,-0.0009425370317708215
2019-04-30,Griechenland,0.0013486178712938113,-0.023048676473287556
2019-07-31,Griechenland,-0.11953826333655826,-0.019706515758797446
2019-10-31,Griechenland,-0.15109023367415197,-0.08119665082719059
