,date,country,value
2901,2018-12-01,HU,1635
2890,2018-12-01,DK,137
2891,2018-12-01,FI,74
2892,2018-12-01,SK,527
2893,2018-12-01,HR,2377
2894,2018-12-01,LT,672
2889,2018-12-01,BG,4690
2896,2018-12-01,LV,346
2897,2018-12-01,EE,54
2898,2018-12-01,IE,97
2899,2018-12-01,CH,349
2900,2018-12-01,SE,131
2895,2018-12-01,SI,183
2932,2019-01-01,DK,267
2933,2019-01-01,FI,142
2934,2019-01-01,SK,954
2935,2019-01-01,IE,168
2936,2019-01-01,HR,4350
2939,2019-01-01,LV,697
2938,2019-01-01,SI,338
2940,2019-01-01,EE,.
2941,2019-01-01,CY,65
2942,2019-01-01,LU,222
2931,2019-01-01,BG,7810
2937,2019-01-01,LT,948
2930,2019-01-01,CH,581
2929,2019-01-01,AT,980
2928,2019-01-01,HU,3092
2917,2019-01-01,GB,1410
2918,2019-01-01,IT,5083
2919,2019-01-01,ES,1736
2920,2019-01-01,PL,11975
2921,2019-01-01,RO,23033
2916,2019-01-01,FR,1218
2923,2019-01-01,BE,311
2924,2019-01-01,GR,2507
2925,2019-01-01,CZ,921
2926,2019-01-01,PT,695
2927,2019-01-01,SE,273
2922,2019-01-01,NL,926
2959,2019-02-01,DK,196
2960,2019-02-01,FI,103
2961,2019-02-01,SK,870
2962,2019-02-01,IE,158
2963,2019-02-01,HR,3628
2966,2019-02-01,LV,515
2965,2019-02-01,SI,322
2967,2019-02-01,EE,.
2968,2019-02-01,CY,.
2969,2019-02-01,LU,180
2958,2019-02-01,BG,6794
2964,2019-02-01,LT,834
2957,2019-02-01,CH,361
2956,2019-02-01,AT,969
2955,2019-02-01,HU,2753
2944,2019-02-01,GB,1376
2945,2019-02-01,IT,5140
2946,2019-02-01,ES,1553
2947,2019-02-01,PL,10515
2948,2019-02-01,RO,20070
2943,2019-02-01,FR,1093
2950,2019-02-01,BE,276
2951,2019-02-01,GR,2155
2952,2019-02-01,CZ,755
2953,2019-02-01,PT,666
2954,2019-02-01,SE,260
2949,2019-02-01,NL,865
2986,2019-03-01,DK,252
2987,2019-03-01,FI,249
2988,2019-03-01,SK,988
2989,2019-03-01,IE,223
2990,2019-03-01,HR,3824
2993,2019-03-01,LV,.
2992,2019-03-01,SI,.
2994,2019-03-01,EE,.
2995,2019-03-01,CY,.
2996,2019-03-01,LU,269
2985,2019-03-01,BG,7201
2991,2019-03-01,LT,.
2984,2019-03-01,CH,564
2983,2019-03-01,AT,994
2982,2019-03-01,HU,3173
2971,2019-03-01,GB,1519
2972,2019-03-01,IT,6054
2973,2019-03-01,ES,1841
2974,2019-03-01,PL,11927
2975,2019-03-01,RO,20956
2970,2019-03-01,FR,1376
2977,2019-03-01,BE,302
2978,2019-03-01,GR,2275
2979,2019-03-01,CZ,941
2980,2019-03-01,PT,794
2981,2019-03-01,SE,243
2976,2019-03-01,NL,930
3013,2019-04-01,DK,196
3014,2019-04-01,FI,157
3015,2019-04-01,SK,1048
3016,2019-04-01,IE,201
3017,2019-04-01,HR,3261
3020,2019-04-01,LV,490
3019,2019-04-01,SI,.
3021,2019-04-01,EE,73
3022,2019-04-01,CY,.
3023,2019-04-01,LU,253
3012,2019-04-01,BG,6563
3018,2019-04-01,LT,886
3011,2019-04-01,CH,534
3010,2019-04-01,AT,960
3009,2019-04-01,HU,2817
2998,2019-04-01,GB,1094
2999,2019-04-01,IT,5267
3000,2019-04-01,ES,1647
3001,2019-04-01,PL,10046
3002,2019-04-01,RO,17583
2997,2019-04-01,FR,1330
3004,2019-04-01,BE,298
3005,2019-04-01,GR,2218
3006,2019-04-01,CZ,901
3007,2019-04-01,PT,592
3008,2019-04-01,SE,260
3003,2019-04-01,NL,866
3040,2019-05-01,DK,133
3041,2019-05-01,FI,86
3042,2019-05-01,SK,878
3043,2019-05-01,IE,182
3050,2019-05-01,LU,211
3046,2019-05-01,SI,348
3045,2019-05-01,LT,859
3047,2019-05-01,LV,559
3048,2019-05-01,EE,.
3049,2019-05-01,CY,35
3039,2019-05-01,BG,6125
3044,2019-05-01,HR,3284
3038,2019-05-01,CH,388
3030,2019-05-01,NL,702
3036,2019-05-01,HU,2732
3024,2019-05-01,FR,924
3025,2019-05-01,GB,929
3026,2019-05-01,IT,4361
3027,2019-05-01,ES,1369
3028,2019-05-01,PL,10779
3037,2019-05-01,AT,844
3031,2019-05-01,BE,280
3032,2019-05-01,GR,1992
3033,2019-05-01,CZ,815
3034,2019-05-01,PT,525
3035,2019-05-01,SE,190
3029,2019-05-01,RO,20489
3067,2019-06-01,DK,172
3068,2019-06-01,FI,85
3069,2019-06-01,SK,1136
3070,2019-06-01,IE,209
3071,2019-06-01,HR,3378
3074,2019-06-01,LV,587
3073,2019-06-01,SI,364
3075,2019-06-01,EE,46
3076,2019-06-01,CY,32
3077,2019-06-01,LU,168
3066,2019-06-01,BG,6337
3072,2019-06-01,LT,947
3065,2019-06-01,CH,409
3064,2019-06-01,AT,917
3063,2019-06-01,HU,2797
3052,2019-06-01,GB,1040
3053,2019-06-01,IT,4651
3054,2019-06-01,ES,1508
3055,2019-06-01,PL,11268
3056,2019-06-01,RO,19083
3051,2019-06-01,FR,971
3058,2019-06-01,BE,219
3059,2019-06-01,GR,1934
3060,2019-06-01,CZ,799
3061,2019-06-01,PT,563
3062,2019-06-01,SE,206
3057,2019-06-01,NL,646
3094,2019-07-01,DK,216
3095,2019-07-01,FI,167
3096,2019-07-01,SK,1192
3097,2019-07-01,IE,218
3098,2019-07-01,HR,3922
3101,2019-07-01,LV,716
3100,2019-07-01,SI,292
3102,2019-07-01,EE,.
3103,2019-07-01,CY,.
3104,2019-07-01,LU,278
3093,2019-07-01,BG,6643
3099,2019-07-01,LT,991
3092,2019-07-01,CH,537
3091,2019-07-01,AT,1200
3090,2019-07-01,HU,3268
3079,2019-07-01,GB,1231
3080,2019-07-01,IT,4689
3081,2019-07-01,ES,1906
3082,2019-07-01,PL,13446
3083,2019-07-01,RO,19990
3078,2019-07-01,FR,1197
3085,2019-07-01,BE,311
3086,2019-07-01,GR,2179
3087,2019-07-01,CZ,913
3088,2019-07-01,PT,696
3089,2019-07-01,SE,277
3084,2019-07-01,NL,972
3121,2019-08-01,DK,509
3122,2019-08-01,FI,195
3123,2019-08-01,SK,1049
3124,2019-08-01,IE,236
3125,2019-08-01,HR,3694
3128,2019-08-01,LV,650
3127,2019-08-01,SI,320
3129,2019-08-01,EE,.
3130,2019-08-01,CY,41
3131,2019-08-01,LU,301
3120,2019-08-01,BG,6613
3126,2019-08-01,LT,1007
3119,2019-08-01,CH,633
3118,2019-08-01,AT,1160
3117,2019-08-01,HU,2940
3106,2019-08-01,GB,1663
3107,2019-08-01,IT,4612
3108,2019-08-01,ES,2044
3109,2019-08-01,PL,10903
3110,2019-08-01,RO,19214
3105,2019-08-01,FR,1569
3112,2019-08-01,BE,368
3113,2019-08-01,GR,2069
3114,2019-08-01,CZ,1000
3115,2019-08-01,PT,602
3116,2019-08-01,SE,430
3111,2019-08-01,NL,1076
3148,2019-09-01,DK,316
3149,2019-09-01,FI,330
3150,2019-09-01,SK,1198
3151,2019-09-01,IE,465
3158,2019-09-01,LU,510
3154,2019-09-01,SI,446
3153,2019-09-01,LT,1074
3155,2019-09-01,LV,635
3156,2019-09-01,EE,.
3157,2019-09-01,CY,92
3147,2019-09-01,BG,9153
3152,2019-09-01,HR,4441
3146,2019-09-01,CH,879
3138,2019-09-01,NL,1130
3144,2019-09-01,HU,3673
3132,2019-09-01,FR,2580
3133,2019-09-01,GB,2094
3134,2019-09-01,IT,6557
3135,2019-09-01,ES,3495
3136,2019-09-01,PL,12279
3145,2019-09-01,AT,1408
3139,2019-09-01,BE,563
3140,2019-09-01,GR,2833
3141,2019-09-01,CZ,1258
3142,2019-09-01,PT,812
3143,2019-09-01,SE,439
3137,2019-09-01,RO,23879
3175,2019-10-01,DK,254
3176,2019-10-01,FI,186
3177,2019-10-01,SK,1111
3178,2019-10-01,IE,302
3179,2019-10-01,HR,3567
3182,2019-10-01,LV,697
3181,2019-10-01,SI,.
3183,2019-10-01,EE,112
3184,2019-10-01,CY,75
3185,2019-10-01,LU,612
3174,2019-10-01,BG,8294
3180,2019-10-01,LT,1120
3173,2019-10-01,CH,680
3172,2019-10-01,AT,1381
3171,2019-10-01,HU,3070
3160,2019-10-01,GB,1867
3161,2019-10-01,IT,6772
3162,2019-10-01,ES,2811
3163,2019-10-01,PL,10752
3164,2019-10-01,RO,20503
3159,2019-10-01,FR,2242
3166,2019-10-01,BE,503
3167,2019-10-01,GR,2922
3168,2019-10-01,CZ,1095
3169,2019-10-01,PT,702
3170,2019-10-01,SE,365
3165,2019-10-01,NL,994
3202,2019-11-01,DK,172
3203,2019-11-01,FI,113
3204,2019-11-01,SK,816
3205,2019-11-01,IE,164
3212,2019-11-01,LU,217
3208,2019-11-01,SI,244
3207,2019-11-01,LT,796
3209,2019-11-01,LV,508
3210,2019-11-01,EE,74
3211,2019-11-01,CY,.
3201,2019-11-01,BG,6690
3206,2019-11-01,HR,3000
3200,2019-11-01,CH,375
3192,2019-11-01,NL,815
3198,2019-11-01,HU,2491
3186,2019-11-01,FR,944
3187,2019-11-01,GB,1021
3188,2019-11-01,IT,4362
3199,2019-11-01,AT,844
3190,2019-11-01,PL,8770
3189,2019-11-01,ES,1640
3193,2019-11-01,BE,269
3194,2019-11-01,GR,2441
3195,2019-11-01,CZ,703
3196,2019-11-01,PT,546
3197,2019-11-01,SE,210
3191,2019-11-01,RO,15190
3228,2019-12-01,BG,4751
3229,2019-12-01,DK,132
3230,2019-12-01,FI,67
3231,2019-12-01,SK,.
3237,2019-12-01,EE,40
3233,2019-12-01,HR,1951
3234,2019-12-01,LT,576
3235,2019-12-01,SI,206
3236,2019-12-01,LV,383
3227,2019-12-01,CH,306
3232,2019-12-01,IE,122
3226,2019-12-01,AT,726
3219,2019-12-01,NL,728
3224,2019-12-01,SE,221
3223,2019-12-01,PT,381
3222,2019-12-01,CZ,601
3221,2019-12-01,GR,1700
3220,2019-12-01,BE,256
3218,2019-12-01,RO,9636
3217,2019-12-01,PL,5185
3216,2019-12-01,ES,1265
3215,2019-12-01,IT,3207
3214,2019-12-01,GB,908
3213,2019-12-01,FR,786
3238,2019-12-01,CY,62
3225,2019-12-01,HU,1501
3239,2019-12-01,LU,239
