country,0
Rumänien,1721522.0
Polen,1602976.0
Bulgarien,690603.0
Italien,544081.0
Ungarn,464640.0
Kroation,362869.0
Griechenland,283361.0
Spanien,259107.0
Frankreich,160765.0
Vereinigtes Königreich,131705.0
Slowakei,124909.0
Österreich,124686.0
Niederlande,106581.0
Tschechien,105585.0
Portugal,94042.0
Lettland,94002.0
Litauen,76545.0
Schweiz,60524.0
Slowenien,46278.0
Belgien,37474.0
Schweden,31137.0
Luxemburg,29637.0
Dänemark,26273.0
Finnland,22214.0
Irland,21875.0
Estland,10037.0
Zypern,6475.0
